Timestamp,Where do you mostly run your Kubernetes clusters?,How do you currently manage the scale of your  Kuberentes Cluster? ,How many containers on average do you run per cluster?,Which metrics do you use to scale your pods and cluster nodes?,Which of these challenges do you face managing the scale of your cluster,How do you coordinate allocation of resources across services managed by different teams?,Would you like to hear from us and get survey results?,What's the best email to reach out to you?,How many nodes on average do you run per cluster?
7/15/2018 12:57:15,"On premise or private cloud - I don't use public cloud, IBM IKS",Cluster Autoscaler,50 - 100,Network I/O,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/15/2018 13:16:38,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 13:31:07,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/15/2018 14:31:40,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s)","Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/15/2018 14:34:25,AWS - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/15/2018 15:38:20,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/15/2018 16:11:21,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, Network I/O",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 16:47:11,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine","Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/15/2018 17:16:47,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 18:03:23,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 18:31:51,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 19:25:57,AWS - I manage my own cluster(s),Customized solution (ML based),0 - 50,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 19:40:34,On premise or private cloud - I don't use public cloud,"Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",more than 500,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,more than 100
7/15/2018 20:10:51,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,memory,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 20:13:47,GCP - using Kubernetes Engine,Cluster Autoscaler,50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 20:15:01,"GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud","Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 20:20:13,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,0 - 50,CPU,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 20:40:07,AWS - Elastic Kubernetes Services,None - my resources needs are mostly static.,50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/15/2018 20:40:15,AWS - Elastic Kubernetes Services,None - my resources needs are mostly static.,50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/15/2018 20:40:20,AWS - Elastic Kubernetes Services,None - my resources needs are mostly static.,50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/15/2018 21:05:04,"AWS - I manage my own cluster(s), GCP - I manage my own cluster(s), Azure - I manage my own cluster(s), On premise or private cloud - I don't use public cloud, DigitalOcean","Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler, Custom Microservice on top of Docker Machine",0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/15/2018 21:08:21,"AWS - I manage my own cluster(s), GCP - I manage my own cluster(s), On premise or private cloud - I don't use public cloud","Cluster Autoscaler, Horizontal Autoscaler",more than 500,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,more than 100
7/15/2018 21:16:22,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",more than 500,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,more than 100
7/15/2018 21:24:01,AWS - I manage my own cluster(s),Cluster Autoscaler,50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 21:24:18,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine, GCP - I manage my own cluster(s)","Cluster Autoscaler, Horizontal Autoscaler",200 - 500,"CPU, memory, Network I/O, Make  sure you look at allocated resources not used resources",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,20 - 50
7/15/2018 21:36:54,AWS Rancher,Cluster Autoscaler,50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/15/2018 22:20:07,"GCP - using Kubernetes Engine, GCP - I manage my own cluster(s)",None - my resources needs are mostly static.,0 - 50,memory,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 22:23:05,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,0 - 50,"Custom metrics, i.e. latency or call rate of an endpoint",Network Issue,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/15/2018 22:24:21,K83 s,Horizontal Autoscaler,50 - 100,CPU,We don't have issues managing the scale of our cluster or pods.,github,Yes,anonymized ,6 - 10
7/15/2018 22:28:59,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine",None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 22:37:18,On premise or private cloud - I don't use public cloud,"Horizontal Autoscaler, None - my resources needs are mostly static.",100 - 200,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/15/2018 22:40:38,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,Network I/O,We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 22:47:32,Azure - I manage my own cluster(s),None - my resources needs are mostly static.,50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 22:53:25,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 23:07:29,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,20 - 50
7/15/2018 23:19:42,"AWS - I manage my own cluster(s), GCP - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",Horizontal Autoscaler,100 - 200,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/15/2018 23:23:42,GCP - using Kubernetes Engine,None - my resources needs are mostly static.,100 - 200,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/15/2018 23:26:09,"GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud","Cluster Autoscaler, Horizontal Autoscaler",200 - 500,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/15/2018 23:33:47,"On premise or private cloud - I don't use public cloud, digital ocean",None - my resources needs are mostly static.,0 - 50,memory,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 0:11:15,"AWS - I manage my own cluster(s), Azure - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",Horizontal Autoscaler,0 - 50,"CPU, Network I/O",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 0:21:18,OpenShift dedicated on AWS,None - my resources needs are mostly static.,more than 500,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,more than 100
7/16/2018 0:30:52,Azure - using Azure Kubernetes Services,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/16/2018 0:47:32,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,20 - 50
7/16/2018 0:54:51,"AWS - I manage my own cluster(s), AWS with kops",None - my resources needs are mostly static.,100 - 200,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,20 - 50
7/16/2018 0:57:11,AWS - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,Network I/O,We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 1:01:34,On premise or private cloud - I don't use public cloud,not yet on this problematic,100 - 200,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,20 - 50
7/16/2018 1:37:01,AWS - I manage my own cluster(s),Spotinst.com ElasticSpotGroup,200 - 500,memory,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,20 - 50
7/16/2018 1:45:52,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,0 - 50,"CPU, Network I/O",We don't have issues managing the scale of our cluster or pods.,Namespaces,Yes,anonymized ,1 - 5 nodes
7/16/2018 2:01:22,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/16/2018 2:06:06,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/16/2018 2:22:31,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine",Cluster Autoscaler,0 - 50,"memory, Network I/O",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/16/2018 3:07:38,"AWS - I manage my own cluster(s), Azure - I manage my own cluster(s), Using Red Hat Openshift with a mix of clusters in AWS, Azure and private","Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/16/2018 3:34:22,Digital Ocean,None - my resources needs are mostly static.,50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/16/2018 3:39:01,"AWS - Elastic Kubernetes Services, GCP - using Kubernetes Engine","Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/16/2018 4:08:49,AWS - I manage my own cluster(s),Horizontal Autoscaler,0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/16/2018 4:19:50,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine",None - my resources needs are mostly static.,50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,20 - 50
7/16/2018 4:50:13,"GCP - using Kubernetes Engine, Alibaba Cloud",Cluster Autoscaler,0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/16/2018 4:53:51,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,"memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 5:00:19,Tencent Cloud - using tencent kubernetes engine,"Cluster Autoscaler, Horizontal Autoscaler",more than 500,"CPU, memory, Network I/O",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,20 - 50
7/16/2018 5:40:49,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,50 - 100,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 5:51:59,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,more than 500,N/A on-prem no autoscaling,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,50 - 100
7/16/2018 6:51:21,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, memory",Haven't tried to auto scale yet,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 7:15:26,Azure - using Azure Kubernetes Services,None - my resources needs are mostly static.,0 - 50,static,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 7:19:34,AWS - Elastic Kubernetes Services,"Cluster Autoscaler, Horizontal Autoscaler",more than 500,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,50 - 100
7/16/2018 7:22:26,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,0 - 50,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/16/2018 9:26:53,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,0 - 50,Network I/O,We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 9:28:32,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",100 - 200,CPU,Still in early testing re: autoscale.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/16/2018 11:01:43,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,more than 500,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,more than 100
7/16/2018 13:48:56,AWS - Elastic Kubernetes Services,None - my resources needs are mostly static.,0 - 50,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/16/2018 15:11:27,AWS - I manage my own cluster(s),Cluster Autoscaler,50 - 100,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,11 - 20
7/16/2018 17:39:38,IBM Cloud Kubernetes Service,Horizontal Autoscaler,50 - 100,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,1 - 5 nodes
7/16/2018 21:12:09,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, custom scaler of worker queue message sizes",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,6 - 10
7/16/2018 22:39:37,"AWS - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",None - my resources needs are mostly static.,0 - 50,"CPU, memory, Network I/O",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/16/2018 23:18:45,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",more than 500,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint, Custom Metric: SQS queue length",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,more than 100
7/17/2018 0:03:06,GCP - using Kubernetes Engine,Cluster Autoscaler,0 - 50,memory,We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,11 - 20
7/17/2018 0:55:19,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine","Cluster Autoscaler, Horizontal Autoscaler",more than 500,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,20 - 50
7/17/2018 14:29:38,Azure - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,1 - 5 nodes
7/17/2018 21:17:00,On premise or private cloud - I don't use public cloud,custom scale out.. since auto scaling isn't sufficient for my needs,0 - 50,"Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/18/2018 15:14:56,GCP - using Kubernetes Engine,Cluster Autoscaler,100 - 200,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,50 - 100
7/18/2018 22:01:39,On premise or private cloud - I don't use public cloud,"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,50 - 100
7/19/2018 1:46:11,On premise or private cloud - I don't use public cloud,Horizontal Autoscaler,50 - 100,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,6 - 10
7/19/2018 2:13:10,"AWS - I manage my own cluster(s), GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud",Horizontal Autoscaler,200 - 500,"CPU, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,Yes,anonymized ,20 - 50
7/19/2018 8:27:26,All public and own private cloud. With Gardener,"Cluster Autoscaler, Horizontal Autoscaler, Looking at turbonomic",200 - 500,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We have customized cluster autoscaler,We manage them centrally and closely coordinate before making changes,Yes,anonymized ,20 - 50
7/9/2018 14:30:11,We use all of the above in about equal amounts.,None - my resources needs are mostly static.,0 - 50,"CPU, memory, Network I/O",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/9/2018 14:56:07,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s)","Horizontal Autoscaler, Vertical Pod Autoscaler",50 - 100,"Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/9/2018 14:58:50,Azure - using Azure Kubernetes Services,None - my resources needs are mostly static.,0 - 50,"memory, Network I/O",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/9/2018 15:14:53,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/9/2018 17:20:02,On premise or private cloud - I don't use public cloud,None - my resources needs are mostly static.,more than 500,"CPU, memory, Network I/O, Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,more than 100
7/9/2018 17:28:55,"GCP - using Kubernetes Engine, On premise or private cloud - I don't use public cloud, AWS with Kops","Cluster Autoscaler, Horizontal Autoscaler",100 - 200,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/9/2018 18:20:03,AWS - I manage my own cluster(s),Cluster Autoscaler,50 - 100,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/9/2018 19:50:38,AWS - Elastic Kubernetes Services,Horizontal Autoscaler,100 - 200,"CPU, memory",We tend to under-provision and end up having performance issues in our applications,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/9/2018 20:36:41,AWS - Elastic Kubernetes Services,Cluster Autoscaler,50 - 100,"Custom metrics, i.e. latency or call rate of an endpoint",We tend to under-provision and end up having performance issues in our applications,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,11 - 20
7/9/2018 22:35:52,AWS - I manage my own cluster(s),"Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/9/2018 23:21:18,AWS - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"CPU, memory",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/10/2018 4:04:20,AWS - I manage my own cluster(s),Cluster Autoscaler,200 - 500,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,20 - 50
7/10/2018 6:27:43,AWS - I manage my own cluster(s),"Cluster Autoscaler, Horizontal Autoscaler",200 - 500,"CPU, memory",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,50 - 100
7/10/2018 10:38:53,"AWS - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",Cluster Autoscaler,more than 500,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,50 - 100
7/10/2018 11:54:15,"AWS - Elastic Kubernetes Services, AWS - I manage my own cluster(s)","Cluster Autoscaler, Horizontal Autoscaler",0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/11/2018 10:16:05,"AWS - I manage my own cluster(s), On premise or private cloud - I don't use public cloud",None - my resources needs are mostly static.,100 - 200,"Custom metrics, i.e. latency or call rate of an endpoint",We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/11/2018 10:16:54,On premise or private cloud - I don't use public cloud,"Cluster Autoscaler, Horizontal Autoscaler",50 - 100,CPU,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,11 - 20
7/11/2018 10:20:51,GCP - I manage my own cluster(s),Cluster Autoscaler,0 - 50,"Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/11/2018 10:41:17,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler, Vertical Pod Autoscaler",0 - 50,"CPU, memory",We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,6 - 10
7/11/2018 10:47:22,"AWS - I manage my own cluster(s), Azure - using Azure Kubernetes Services, On premise or private cloud - I don't use public cloud",None - my resources needs are mostly static.,0 - 50,none,We don't have issues managing the scale of our cluster or pods.,We don't have any coordination. Our clusters are single tenant,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
7/11/2018 11:05:27,GCP - using Kubernetes Engine,"Cluster Autoscaler, Horizontal Autoscaler",200 - 500,CPU,We don't have issues managing the scale of our cluster or pods.,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,6 - 10
7/11/2018 11:30:50,AWS - I manage my own cluster(s),None - my resources needs are mostly static.,0 - 50,"CPU, memory, Custom metrics, i.e. latency or call rate of an endpoint",We tend to over-provision and pay more than we should,We manage them centrally and closely coordinate before making changes,"No - we won't reach out to you again, promise :)",,1 - 5 nodes
